store,websites,attribute_set,type,category_ids,sku,has_options,name,meta_title,meta_description,image,small_image,thumbnail,url_key,url_path,custom_design,page_layout,options_container,image_label,small_image_label,thumbnail_label,country_of_manufacture,msrp_enabled,msrp_display_actual_price_type,gift_message_available,price,special_price,weight,msrp,status,is_recurring,visibility,tax_class_id,allowed_to_quotemode,quotemode_conditions,description,short_description,meta_keyword,custom_layout_update,special_from_date,special_to_date,news_from_date,news_to_date,custom_design_from,custom_design_to,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,low_stock_date,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,stock_status_changed_automatically,use_config_enable_qty_increments,product_name,store_id,product_type_id,product_status_changed,product_changed_websites
admin,base,Default,simple,13,Standard,0,Rec-Artopex,Rec-Artopex,standard_deesk_reception,/r/e/rec-artopex.png,/r/e/rec-artopex.png,/r/e/rec-artopex.png,standard-deesk-reception,standard-deesk-reception.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,0,,0,,Disabled,No,"Catalog, Search",None,1,Always show Add to Quote Button,0,0,reception desk standard desk,,,,,,,,1,0,1,0,0,1,1,1,0,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Rec-Artopex,0,simple,,
admin,base,Default,simple,"42,46",Workstation2,0,Imagine Explore Workstation,Imagine Explore Workstation,Imagine-Explore-Workstation,/e/x/explore-pic-31-web_1.jpg,/e/x/explore-pic-31-web_1.jpg,/e/x/explore-pic-31-web_1.jpg,imagine-explore-workstation,imagine-explore-workstation.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,0,,0,,Disabled,No,"Catalog, Search",None,1,Always show Add to Quote Button,0,0,"cubicles
cheap cubicles
imagine cubicles",,,,,,,,1,0,1,0,0,1,1,1,0,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Imagine Explore Workstation,0,simple,,
admin,base,Default,simple,15,CH-B,0,Office chair,Office chair,,/d/s/dsc02847_1.jpg,/d/s/dsc02847_1.jpg,/d/s/dsc02847_1.jpg,office-chair,office-chair.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,0,,0,,Disabled,No,"Catalog, Search",None,1,Always show Add to Quote Button,0,0,used office chair,,,,,,,,1,0,1,0,0,1,1,1,0,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Office chair,0,simple,,
admin,base,Default,simple,,Art1,0,Slighly Used Artworks,Slighly Used Artworks,used_art1,,,,used-art1,used-art1.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,0,,0,,Disabled,No,"Catalog, Search",None,1,Always show Add to Quote Button,0,0,artworks for office,,,,,,,,1,0,1,0,0,1,1,1,0,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Slighly Used Artworks,0,simple,,
admin,base,Default,simple,4,Art6,0,Slighly Used Artworks,Slighly Used Artworks,used_art6,,,,used-art6,used-art6.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,0,,0,,Disabled,No,"Catalog, Search",None,1,Always show Add to Quote Button,0,0,Slighly Used Artworks,,,,,,,,1,0,1,0,0,1,1,1,0,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Slighly Used Artworks,0,simple,,
admin,base,Default,simple,"13,37",FLA371-10,0,Dolly Series Black Eco Leather Reception Chair,Dolly Series Black Eco Leather Reception Chair,Dolly-Series-Black-Eco-Leather-Reception-Chair,/d/o/dolly_series_black_eco_leather_reception_chair.jpg,/d/o/dolly_series_black_eco_leather_reception_chair.jpg,/d/o/dolly_series_black_eco_leather_reception_chair.jpg,dolly-series-black-eco-leather-reception-chair,dolly-series-black-eco-leather-reception-chair.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,0,,0,,Enabled,No,"Catalog, Search",None,1,Always show Add to Quote Button,"<p>
	Dolly Series Black Eco Leather Reception Chair</p>
","<p>
	Dolly Series Black Eco Leather Reception Chair</p>
",Dolly Series Black Eco Leather Reception Chair,,,,,,,,1000,0,1,0,0,1,1,1,0,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Dolly Series Black Eco Leather Reception Chair,0,simple,,
admin,base,Default,simple,"13,37",FLA372-10,0,Dolly Series Black Eco Leather Reception Loveseat ,Dolly Series Black Eco Leather Reception Loveseat ,,/d/o/dolly_series_black_eco_leather_reception_loveseat.jpg,/d/o/dolly_series_black_eco_leather_reception_loveseat.jpg,/d/o/dolly_series_black_eco_leather_reception_loveseat.jpg,dolly-series-black-eco-leather-reception-loveseat,dolly-series-black-eco-leather-reception-loveseat.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,0,,0,,Enabled,No,"Catalog, Search",None,1,Always show Add to Quote Button,"<p>
	Dolly Series Black Eco Leather Reception Loveseat</p>
","<p>
	Dolly Series Black Eco Leather Reception Loveseat</p>
",Dolly Series Black Eco Leather Reception Loveseat ,,,,,,,,1000,0,1,0,0,1,1,1,0,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Dolly Series Black Eco Leather Reception Loveseat ,0,simple,,
admin,base,Default,simple,"13,37",FLA373-10,0,Dolly Series Black Eco Leather Reception Sofa ,Dolly Series Black Eco Leather Reception Sofa ,Dolly-Series-Black-Eco-Leather-Reception-Sofa ,/d/o/dolly_series_black_eco_leather_reception_sofa.jpg,/d/o/dolly_series_black_eco_leather_reception_sofa.jpg,/d/o/dolly_series_black_eco_leather_reception_sofa.jpg,dolly-series-black-eco-leather-reception-sofa,dolly-series-black-eco-leather-reception-sofa.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,0,,0,,Enabled,No,"Catalog, Search",None,1,Always show Add to Quote Button,"<p>
	Dolly Series Black Eco Leather Reception Sofa</p>
","<p>
	Dolly Series Black Eco Leather Reception Sofa</p>
",Dolly Series Black Eco Leather Reception Sofa ,,,,,,,,1000,0,1,0,0,1,1,1,0,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Dolly Series Black Eco Leather Reception Sofa ,0,simple,,
admin,base,Default,simple,"13,37",FLA374-10,0,Nobel Series Black Eco Leather Reception Chair ,Nobel Series Black Eco Leather Reception Chair ,Nobel-Series-Black-Eco-Leather-Reception-Chair ,/n/o/nobel_series_black_eco_leather_reception_chair.jpg,/n/o/nobel_series_black_eco_leather_reception_chair.jpg,/n/o/nobel_series_black_eco_leather_reception_chair.jpg,nobel-series-black-eco-leather-reception-chair,nobel-series-black-eco-leather-reception-chair.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,0,,0,,Enabled,No,"Catalog, Search",None,1,Always show Add to Quote Button,"<p>
	Nobel Series Black Eco Leather Reception Chair</p>
","<p>
	Nobel Series Black Eco Leather Reception Chair</p>
",Nobel Series Black Eco Leather Reception Chair ,,,,,,,,1000,0,1,0,0,1,1,1,0,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Nobel Series Black Eco Leather Reception Chair ,0,simple,,
admin,base,Default,simple,37,FLA376-10,0,Nobel Series Black Eco Leather Reception Sofa,Nobel Series Black Eco Leather Reception Sofa,Nobel-Series-Black-Eco-Leather-Reception-Sofa,/n/o/nobel_series_black_eco_leather_reception_sofa.jpg,/n/o/nobel_series_black_eco_leather_reception_sofa.jpg,/n/o/nobel_series_black_eco_leather_reception_sofa.jpg,nobel-series-black-eco-leather-reception-sofa,nobel-series-black-eco-leather-reception-sofa.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,0,,0,,Enabled,No,"Catalog, Search",None,1,Always show Add to Quote Button,"<p>
	Nobel Series Black Eco Leather Reception Sofa</p>
","<p>
	Nobel Series Black Eco Leather Reception Sofa</p>
",Nobel Series Black Eco Leather Reception Sofa,,,,,,,,1000,0,1,0,0,1,1,1,0,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Nobel Series Black Eco Leather Reception Sofa,0,simple,,
admin,base,Default,simple,13,ArtopexRC3,0,Artopex Reception Desk,Artopex Reception Desk,ArtopexRC3,/a/r/artopex_reception_desk1.jpg,/a/r/artopex_reception_desk1.jpg,/a/r/artopex_reception_desk1.jpg,artopexrc3,artopexrc3.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,0,,0,,Disabled,No,"Catalog, Search",None,1,Always show Add to Quote Button,"<p>
	Artopex Reception Desk</p>
","<p>
	Artopex Reception Desk</p>
",Artopex Reception Desk,,,,,,,,1000,0,1,0,0,1,1,1,0,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Artopex Reception Desk,0,simple,,
admin,base,Default,simple,50,ArtopexRC3-2,0,Artopex Reception Desk ,Artopex Reception Desk ,ArtopexRC3-2,/a/r/artopex_reception_desk.jpg,/a/r/artopex_reception_desk.jpg,/a/r/artopex_reception_desk.jpg,artopexrc3-2,artopexrc3-2.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,0,,0,,Disabled,No,"Catalog, Search",None,1,Always show Add to Quote Button,"<p>
	Artopex Reception Desk</p>
","<p>
	Artopex Reception Desk</p>
",Artopex Reception Desk ,,,,,,,,1000,0,1,0,0,1,1,1,0,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Artopex Reception Desk ,0,simple,,
admin,base,Default,simple,"8,35,50",Cuscino,0,Wood Guest Chair ,Wood Guest Chair ,Wood Guest Chair ,/c/h/chair-0004-1225055221-o_1.jpg,/c/h/chair-0004-1225055221-o_1.jpg,/c/h/chair-0004-1225055221-o_1.jpg,wood-guest-chair,wood-guest-chair.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,0,,0,,Disabled,No,"Catalog, Search",None,1,Always show Add to Quote Button,0,0,Wood Guest Chair ,,,,,,,,1000,0,1,0,0,1,1,1,0,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Wood Guest Chair ,0,simple,,
admin,base,Default,simple,"3,8,33,34,36",1035MH,0,Conference Leather Chair- IMG1035,Conference Leather Chair,office-seating-Black-Leather-Chair,/c/o/conference_leather_chair.jpg,/c/o/conference_leather_chair.jpg,/c/o/conference_leather_chair.jpg,office-seating-black-leather-chair,office-seating-black-leather-chair.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,0,,0,,Enabled,No,"Catalog, Search",None,1,Always show Add to Quote Button,"<p>
	<span style=""font-family: ;""><font color=""#000000"" face=""Calibri"">Black Leather chair</font></span></p>
",Available in Mid and High Back,Conference Leather Chair,,,,,,,,1000,0,1,0,0,1,1,1,0,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Conference Leather Chair- IMG1035,0,simple,,
admin,base,Default,simple,15,USED-STC-PGC,0,Paoli Guest Chairs,Paoli Guest Chairs,Paoli-Guest-Chairs,,,,paoli-guest-chairs,paoli-guest-chairs-169.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,0,,0,,Disabled,No,"Catalog, Search",None,1,Always show Add to Quote Button,0,0,Paoli Guest Chairs,,,,,,,,1000,0,1,0,0,1,1,1,0,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Paoli Guest Chairs,0,simple,,
admin,base,Default,simple,"39,42",VER-300US1,0,Verde U Stations ,Verde U Stations ,VER-300US1,,,,ver-300us1,ver-300us1.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,0,,0,,Disabled,No,"Catalog, Search",None,1,Always show Add to Quote Button,Verde U Stations ,Verde U Stations ,Verde U Stations ,,,,,,,,1000,0,1,0,0,1,1,1,0,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Verde U Stations ,0,simple,,
admin,base,Default,simple,11,Amber-300C1,0,Amber Conference Table,Amber Conference Table,Amber-Conference-Table,/a/m/amber_conference_table_1.jpg,/a/m/amber_conference_table_1.jpg,/a/m/amber_conference_table_1.jpg,amber-conference-table,amber-conference-table.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,0,,0,,Enabled,No,"Catalog, Search",None,1,Always show Add to Quote Button,0,0,Amber Conference Table,,,,,,,,1000,0,1,0,0,1,1,1,0,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Amber Conference Table,0,simple,,
admin,base,Default,simple,11,Amber-300C2,0,Amber Conference Table,Amber Conference Table,Amber-Conference-Round-Table,/9/a/9a1_1.jpg,/9/a/9a1_1.jpg,/9/a/9a1_1.jpg,amber-conference-round-table,amber-conference-round-table.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,0,,0,,Enabled,No,"Catalog, Search",None,1,Always show Add to Quote Button,0,0,Amber Conference Table,,,,,,,,1000,0,1,0,0,1,1,1,0,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Amber Conference Table,0,simple,,
admin,base,Default,simple,11,Jade-300C1,0,Jade Conference Table,Jade Conference Table,Jade-Conference-Table,/j/a/jade_conference_table.jpg,/j/a/jade_conference_table.jpg,/j/a/jade_conference_table.jpg,jade-conference-table,jade-conference-table.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,0,,0,,Disabled,No,"Catalog, Search",None,1,Always show Add to Quote Button,0,0,Jade Conference Table,,,,,,,,1000,0,1,0,0,1,1,1,0,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Jade Conference Table,0,simple,,
admin,base,Default,simple,11,Jade-300C2,0,Jade Conference Round Table,Jade Conference Round Table,Jade Conference-Round-Table,/j/a/jade_conference_round_table.jpg,/j/a/jade_conference_round_table.jpg,/j/a/jade_conference_round_table.jpg,jade-conference-round-table,jade-conference-round-table.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,0,,0,,Disabled,No,"Catalog, Search",None,1,Always show Add to Quote Button,0,0,Jade Conference Round Table,,,,,,,,1000,0,1,0,0,1,1,1,0,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Jade Conference Round Table,0,simple,,
admin,base,Default,simple,11,Verde-300C1,0,Verde Conference Table,Verde Conference Table,Verde-Conference-Table,/v/e/verde_conference_table2.jpg,/v/e/verde_conference_table2.jpg,/v/e/verde_conference_table2.jpg,verde-conference-table,verde-conference-table.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,0,,0,,Enabled,No,"Catalog, Search",None,1,Always show Add to Quote Button,0,0,Verde Conference Table,,,,,,,,1000,0,1,0,0,1,1,1,0,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Verde Conference Table,0,simple,,
admin,base,Default,simple,11,Verde-300C2,0,Verde Conference Table,Verde Conference Table,Verde-Conference-Round2-Table,/v/e/verde_conference_table.jpg,/v/e/verde_conference_table.jpg,/v/e/verde_conference_table.jpg,verde-conference-round2-table,verde-conference-round2-table.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,0,,0,,Enabled,No,"Catalog, Search",None,1,Always show Add to Quote Button,0,0,Verde Conference Table,,,,,,,,1000,0,1,0,0,1,1,1,0,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Verde Conference Table,0,simple,,
admin,base,Default,simple,11,Ruby-300C2,0,Ruby Conference Table,Ruby Conference Table,Ruby-Conference-Round-Table,/r/u/ruby_conference_table.jpg,/r/u/ruby_conference_table.jpg,/r/u/ruby_conference_table.jpg,ruby-conference-round-table,ruby-conference-round-table.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,0,,0,,Disabled,No,"Catalog, Search",None,1,Always show Add to Quote Button,0,0,Ruby Conference Table,,,,,,,,1000,0,1,0,0,1,1,1,0,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Ruby Conference Table,0,simple,,
admin,base,Default,simple,11,Emerald-300C1,0,Emerald Conference Table,Emerald Conference Table,Emerald-300C1,/e/m/emerald_conference_table1.jpg,/e/m/emerald_conference_table1.jpg,/e/m/emerald_conference_table1.jpg,emerald-300c1,emerald-300c1.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,0,,0,,Enabled,No,"Catalog, Search",None,1,Always show Add to Quote Button,0,0,Emerald Conference Table,,,,,,,,1000,0,1,0,0,1,1,1,0,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Emerald Conference Table,0,simple,,
admin,base,Default,simple,11,Emerald-300C2,0,Emerald Conference Table,Emerald Conference Table,Emerald-300C2,/e/m/emerald_conference_table.jpg,/e/m/emerald_conference_table.jpg,/e/m/emerald_conference_table.jpg,emerald-300c2,emerald-300c2.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,0,,0,,Enabled,No,"Catalog, Search",None,1,Always show Add to Quote Button,0,0,Emerald Conference Table,,,,,,,,1000,0,1,0,0,1,1,1,0,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Emerald Conference Table,0,simple,,
admin,base,Default,simple,13,Verde-300R1,0,Verde Reception,Verde Reception,Verde-300R1,/v/e/verde_reception1.jpg,/v/e/verde_reception1.jpg,/v/e/verde_reception1.jpg,verde-300r1,verde-300r1.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,0,,0,,Enabled,No,"Catalog, Search",None,1,Always show Add to Quote Button,0,0,Verde Reception,,,,,,,,1000,0,1,0,0,1,1,1,0,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Verde Reception,0,simple,,
admin,base,Default,simple,,Verde-300R2,0,Verde Reception,Verde Reception,Verde-300R2,/v/e/verde_reception.jpg,/v/e/verde_reception.jpg,/v/e/verde_reception.jpg,verde-300r2,verde-300r2.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,0,,0,,Enabled,No,"Catalog, Search",None,1,Always show Add to Quote Button,0,0,Verde Reception,,,,,,,,1000,0,1,0,0,1,1,1,0,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Verde Reception,0,simple,,
admin,base,Default,simple,"9,40",Emerald-300DS2,0,Emerald Desk Stations,Emerald Desk Stations,Emerald-300DS2,/e/m/emerald_desk_stations.jpg,/e/m/emerald_desk_stations.jpg,/e/m/emerald_desk_stations.jpg,emerald-300ds2,emerald-300ds2.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,0,,0,,Disabled,No,"Catalog, Search",None,1,Always show Add to Quote Button,0,0,Emerald Desk Stations,,,,,,,,1000,0,1,0,0,1,1,1,0,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Emerald Desk Stations,0,simple,,
admin,base,Default,simple,13,Emerald-300R1,0,Emerald Reception,Emerald Reception,Emerald-300R1,/e/m/emerald_reception.jpg,/e/m/emerald_reception.jpg,/e/m/emerald_reception.jpg,emerald-300r1,emerald-300r1.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,0,,0,,Enabled,No,"Catalog, Search",None,1,Always show Add to Quote Button,0,0,Emerald Reception,,,,,,,,1000,0,1,0,0,1,1,1,0,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Emerald Reception,0,simple,,
admin,base,Default,simple,13,Emerald-300R2,0,Emerald Reception,Emerald Reception,Emerald-300R2,/e/m/emeraldr2_1.jpg,/e/m/emeraldr2_1.jpg,/e/m/emeraldr2_1.jpg,emerald-300r2,emerald-300r2.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,0,,0,,Enabled,No,"Catalog, Search",None,1,Always show Add to Quote Button,0,0,Emerald Reception,,,,,,,,1000,0,1,0,0,1,1,1,0,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Emerald Reception,0,simple,,
admin,base,Default,simple,13,Emerald-300US3,0,Emerald U Stations,Emerald U Stations,Emerald-300US3,/e/u/eus3_1.jpg,/e/u/eus3_1.jpg,/e/u/eus3_1.jpg,emerald-300us3,emerald-300us3.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,0,,0,,Disabled,No,"Catalog, Search",None,1,Always show Add to Quote Button,0,0,Emerald U Stations,,,,,,,,1000,0,1,0,0,1,1,1,0,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Emerald U Stations,0,simple,,
admin,base,Default,simple,13,Amber-300R2,0,Amber Reception,Amber Reception,Amber-300R2,/a/m/amber_reception.jpg,/a/m/amber_reception.jpg,/a/m/amber_reception.jpg,amber-300r2,amber-300r2.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,0,,0,,Enabled,No,"Catalog, Search",None,1,Always show Add to Quote Button,0,0,Amber Reception,,,,,,,,1000,0,1,0,0,1,1,1,0,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Amber Reception,0,simple,,
admin,base,Default,simple,13,Ruby-300R1,0,Ruby Reception,Ruby Reception,Ruby-300R1,/r/r/rr1_1.jpg,/r/r/rr1_1.jpg,/r/r/rr1_1.jpg,ruby-300r1,ruby-300r1.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,0,,0,,Enabled,No,"Catalog, Search",None,1,Always show Add to Quote Button,0,0,Ruby Reception,,,,,,,,1000,0,1,0,0,1,1,1,0,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Ruby Reception,0,simple,,
admin,base,Default,simple,13,Jade-300R1,0,Jade Reception,Jade Reception,Jade-300R1,/j/a/jade_reception2.jpg,/j/a/jade_reception2.jpg,/j/a/jade_reception2.jpg,jade-300r1,jade-300r1.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,0,,0,,Disabled,No,"Catalog, Search",None,1,Always show Add to Quote Button,0,0,Jade Reception,,,,,,,,1000,0,1,0,0,1,1,1,0,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Jade Reception,0,simple,,
admin,base,Default,simple,13,Jade-300R2,0,Jade Reception,Jade Reception,Jade-300R2,/j/a/jade_reception.jpg,/j/a/jade_reception.jpg,/j/a/jade_reception.jpg,jade-300r2,jade-300r2.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,0,,0,,Disabled,No,"Catalog, Search",None,1,Always show Add to Quote Button,0,0,Jade Reception,,,,,,,,1000,0,1,0,0,1,1,1,0,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Jade Reception,0,simple,,
admin,base,Default,simple,"9,40",Jade-300US2,0,Jade U Stations,Jade U Stations,Jade-300US2,,,,jade-300us2,jade-300us2.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,0,,0,,Disabled,No,"Catalog, Search",None,1,Always show Add to Quote Button,0,0,Jade U Stations,,,,,,,,1000,0,1,0,0,1,1,1,0,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Jade U Stations,0,simple,,
admin,base,Default,simple,"9,39",UDESK-OTG-MAHO,0,Peninsula U Shaped Desk,Peninsula U Shaped Desk,udesk-otg-mahogany,/d/-/d-island-u-aml_1.jpg,/d/-/d-island-u-aml_1.jpg,/d/-/d-island-u-aml_1.jpg,udesk-otg-mahogany,udesk-otg-mahogany.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,0,,0,,Disabled,No,"Catalog, Search",None,1,Always show Add to Quote Button,0,0," U SHAPED DESK CHERRY, ESPRESSO",,,,,,,,1000,0,1,0,0,1,1,1,0,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Peninsula U Shaped Desk,0,simple,,
admin,base,Default,simple,12,1936P-2F12 - shown in Bone (F29),0,Global Lateral File Cabinet,Global Lateral File Cabinet,2-drawer-global-lateral-file,/d/f/df_1936p-5f12_bge_reg_1.jpg,/d/f/df_1936p-5f12_bge_reg_1.jpg,/d/f/df_1936p-5f12_bge_reg_1.jpg,2-drawer-global-lateral-file,2-drawer-global-lateral-file.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,0,,0,,Enabled,No,"Catalog, Search",None,1,Always show Add to Quote Button,..,0,global lateral file cabinet 1900 series,,,,,,,,1,0,1,0,0,1,1,1,0,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Global Lateral File Cabinet,0,simple,,
admin,base,Default,simple,12,1936P-3F12 - Shown in Bone (F29),0,Global Lateral File Cabinet,Global Lateral File Cabinet,global-3-drawer-lateral-file,/g/l/global_lateral_file_cabinet2.jpg,/g/l/global_lateral_file_cabinet2.jpg,/g/l/global_lateral_file_cabinet2.jpg,global-3-drawer-lateral-file,global-3-drawer-lateral-file.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,0,,0,,Enabled,No,"Catalog, Search",None,1,Always show Add to Quote Button,0,0,Global lateral file cabinet 3 drawer 1900 series,,,,,,,,1,0,1,0,0,1,1,1,0,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Global Lateral File Cabinet,0,simple,,
admin,base,Default,simple,12,1936P-4F12 - shown in Bone (F29),0,Global Lateral File Cabinet,Global Lateral File Cabinet,global-4-drawer-lateral-file,/g/l/global_lateral_file_cabinet1.jpg,/g/l/global_lateral_file_cabinet1.jpg,/g/l/global_lateral_file_cabinet1.jpg,global-4-drawer-lateral-file,global-4-drawer-lateral-file.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,0,,0,,Enabled,No,"Catalog, Search",None,1,Always show Add to Quote Button,0,0,global lateral file cabinet 1900 series,,,,,,,,1,0,1,0,0,1,1,1,0,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Global Lateral File Cabinet,0,simple,,
admin,base,Default,simple,12,1936P-5F12 - shown in Bone (F29),0,Global Lateral File Cabinet,Global Lateral File Cabinet,global-5-drawer-lateral,/g/l/global_lateral_file_cabinet.jpg,/g/l/global_lateral_file_cabinet.jpg,/g/l/global_lateral_file_cabinet.jpg,global-5-drawer-lateral,global-5-drawer-lateral.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,0,,0,,Enabled,No,"Catalog, Search",None,1,Always show Add to Quote Button,0,0,Global 5 drawers lateral file cabinet 1900 series,,,,,,,,1,0,1,0,0,1,1,1,0,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Global Lateral File Cabinet,0,simple,,
admin,base,Default,simple,12,Schwab Lateral files,0,Fireproof Lateral Filing Cabinets,Fireproof Lateral Filing Cabinets,schwab-fireproof-lateral-file,/f/i/fireproof_lateral_filing_cabinets.jpg,/f/i/fireproof_lateral_filing_cabinets.jpg,/f/i/fireproof_lateral_filing_cabinets.jpg,schwab-fireproof-lateral-file,schwab-fireproof-lateral-file.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,0,,0,,Enabled,No,"Catalog, Search",None,1,Always show Add to Quote Button,0,0,,,,,,,,,1,0,1,0,0,1,1,1,0,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Fireproof Lateral Filing Cabinets,0,simple,,
admin,base,Default,simple,12,Fireproof Lateral Filing Cabinets,0,Fireproof Vertical File Cabinet,Fireproof Vertical File Cabinet,fireproof-lateral-file-cabinet,/f/i/fireproof_vertical_file_cabinet.jpg,/f/i/fireproof_vertical_file_cabinet.jpg,/f/i/fireproof_vertical_file_cabinet.jpg,fireproof-lateral-file-cabinet,fireproof-lateral-file-cabinet.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,0,,0,,Enabled,No,"Catalog, Search",None,1,Always show Add to Quote Button,0,0,,,,,,,,,1,0,1,0,0,1,1,1,0,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Fireproof Vertical File Cabinet,0,simple,,
admin,base,Default,simple,12,Waterproof filing cabinet,0,Water protection file cabinet,Water protection file cabinet,schwab-waterproof-file-cabinet,/w/a/water_protection_file_cabinet.gif,/w/a/water_protection_file_cabinet.gif,/w/a/water_protection_file_cabinet.gif,schwab-waterproof-file-cabinet,schwab-waterproof-file-cabinet.html,,No layout updates,Product Info Column,,,, ,Use config,Use config,No,0,,0,,Enabled,No,"Catalog, Search",None,1,Always show Add to Quote Button,0,0,,,,,,,,,1,0,1,0,0,1,1,1,0,1,1,,1,1,1,1,0,1,0,1,0,0,0,1,Water protection file cabinet,0,simple,,
